ISSN,Título,Estrato
2675-0244,SAÚDE COLETIVA (BARUERI),B3
2317-8582,SAÚDE E DESENVOLVIMENTO HUMANO,B1
2176-9206,SAÚDE E PESQUISA (ONLINE),B1
1984-0470,SAÚDE E SOCIEDADE (ONLINE),A2
0104-1290,SAÚDE E SOCIEDADE (USP. IMPRESSO),A2
0103-1104,SAUDE EM DEBATE,A2
2358-2898,SAÚDE EM DEBATE,A2
2238-1244,SAÚDE EM REVISTA,B2
2317-2770,"SAÚDE, ÉTICA E JUSTIÇA",B2
2236-5834,SAÚDE (SANTA MARIA),B1
2278-9618,SAUDI ENDODONTIC JOURNAL,B1
1319-562X,SAUDI JOURNAL OF BIOLOGICAL SCIENCES,A1
0905-7188,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,A1
1932-8745,SCANNING,C
2674-905X,"SCIAS EDUCAÇÃO, COMUNICAÇÃO E TECNOLOGIA",B1
2375-2548,SCIENCE ADVANCES,A1
0048-9697,SCIENCE OF THE TOTAL ENVIRONMENT,A1
1806-5562,SCIENTIA MEDICA (PORTO ALEGRE. IMPRESSO),B2
1980-6108,SCIENTIA MEDICA (PORTO ALEGRE. ONLINE),B2
1808-2793,SCIENTIA PLENA,B1
2642-1623,SCIENTIFIC ARCHIVES OF DENTAL SCIENCES,C
2580-6548,SCIENTIFIC DENTAL JOURNAL,C
2316-9281,SCIENTIFIC ELECTRONIC ARCHIVES,B1
2317-2835,SCIENTIFIC INVESTIGATION IN DENTISTRY,B3
2795-5117,SCIENTIFIC LETTERS (ONLINE),C
2045-2322,SCIENTIFIC REPORTS,A1
0138-9130,SCIENTOMETRICS,A1
2675-1836,"SEMEAR: REVISTA DE ALIMENTAÇÃO, NUTRIÇÃO E SAÚDE",C
1679-0359,SEMINA. CIÊNCIAS AGRÁRIAS (ONLINE),A4
0894-0959,SEMINARS IN DIALYSIS,B1
0093-7754,SEMINARS IN ONCOLOGY,A3
1073-8746,SEMINARS IN ORTHODONTICS,A3
0094-6176,SEMINARS IN THROMBOSIS AND HEMOSTASIS (PRINT),A2
1424-8220,SENSORS (BASEL),A4
1984-6487,"SEXUALIDAD, SALUD Y SOCIEDAD (RIO DE JANEIRO)",A1
1368-4973,SEXUALLY TRANSMITTED INFECTIONS (PRINT),A2
1073-2322,"SHOCK (AUGUSTA, GA.)",A1
2059-3635,SIGNAL TRANSDUCTION AND TARGETED THERAPY,A1
1876-990X,SILICON (PRINT),A2
1983-3253,SIMBIO-LOGIAS (BOTUCATU),B4
2674-8118,SIMMETRIA OROFACIAL HARMONIZATION IN SCIENCE,C
2296-9195,SKIN APPENDAGE DISORDERS,B1
0909-752X,SKIN RESEARCH AND TECHNOLOGY,A3
2472-5552,SLAS DISCOVERY,A2
1550-9109,SLEEP,A1
1522-1709,SLEEP & BREATHING,A2
1520-9512,SLEEP & BREATHING,A2
2510-2265,SLEEP AND VIGILANCE,B2
1389-9457,SLEEP MEDICINE (AMSTERDAM. PRINT),A1
1087-0792,SLEEP MEDICINE REVIEWS,A1
1984-0063,SLEEP SCIENCE,A4
1984-0659,SLEEP SCIENCE (IMPRESSO),A4
1806-6976,SMAD. REVISTA ELETRÔNICA SAÚDE MENTAL ÁLCOOL E DROGAS,A4
0921-4488,SMALL RUMINANT RESEARCH,A2
1613-6810,SMALL (WEINHEIM. PRINT),A1
0964-1726,SMART MATERIALS AND STRUCTURES (PRINT),A2
2523-8973,SN COMPREHENSIVE CLINICAL MEDICINE,A2
1749-5024,SOCIAL COGNITIVE AND AFFECTIVE NEUROSCIENCE (ONLINE),A1
1678-9849,SOCIEDADE BRASILEIRA DE MEDICINA TROPICAL. REVISTA,A4
2768-6221,SOJ DENTAL AND ORAL DISORDER,C
0254-6299,SOUTH AFRICAN JOURNAL OF BOTANY,A2
2446-5763,SOUTH AMERICAN DEVELOPMENT SOCIETY JOURNAL,B2
2582-1989,SOUTH ASIAN JOURNAL OF RESEARCH IN MICROBIOLOGY,C
1849-5249,SOUTH EUROPEAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL RESEARCH,C
1754-4505,SPECIAL CARE DENSTIST,B1
0275-1879,SPECIAL CARE IN DENTISTRY,B1
1386-1425,"SPECTROCHIMICA ACTA. PART A, MOLECULAR AND BIOMOLECULAR SPECTROSCOPY (PRINT)",A1
1825-1234,SPORT SCIENCES FOR HEALTH,B1
1824-7490,SPORT SCIENCES FOR HEALTH (TESTO STAMPATO),B1
2666-3376,SPORTS MEDICINE AND HEALTH SCIENCE,A1
0370-8179,SRPSKI ARHIV ZA CELOKUPNO LEKARSTVO,C
2666-1667,STAR PROTOCOLS,B1
0038-9056,STARCH ‐ STÄRKE,A3
1757-6512,STEM CELL RESEARCH & THERAPY,A1
2629-3269,STEM CELL REVIEWS AND REPORTS,A3
1687-966X,STEM CELLS INTERNATIONAL,A3
2157-6564,STEM CELLS TRANSLATIONAL MEDICINE,A1
0039-128X,"STEROIDS (STONEHAM, MA.)",A4
1392-8589,STOMATOLOGIJA (KAUNAS),B1
2360-2406,STOMATOLOGY EDU JOURNAL,C
2764-0884,STUDIES IN STUDIES IN HEALTH SCIENCES,C
1082-6084,SUBSTANCE USE & MISUSE,A2
2075-0528,SULTAN QABOOS UNIVERSITY MEDICAL JOURNAL,B2
0103-8567,SUPLEMENTO DA REVISTA DA SOCIEDADE DE CARDIOLOGIA DO ESTADO DE SAO PAULO,B4
0941-4355,SUPPORTIVE CARE IN CANCER,A2
1433-7339,SUPPORTIVE CARE IN CANCER (INTERNET),A2
0257-8972,SURFACE & COATINGS TECHNOLOGY,A1
2051-672X,SURFACE TOPOGRAPHY: METROLOGY AND PROPERTIES,A4
2571-9637,SURFACES,A4
2673-4095,SURGERIES,C
0039-6060,SURGERY,A2
2520-8454,SURGICAL AND EXPERIMENTAL PATHOLOGY,B2
1279-8517,SURGICAL AND RADIOLOGIC ANATOMY (ONLINE),A4
0930-1038,SURGICAL AND RADIOLOGIC ANATOMY (PRINT),A4
2152-7806,SURGICAL NEUROLOGY INTERNATIONAL,B1
2157-9407,SURGICAL SCIENCE,C
2071-1050,SUSTAINABILITY (BASEL),A3
2359-0424,SUSTINERE: REVISTA DE SAÚDE E EDUCAÇÃO,A2
0347-9994,SWEDISH DENTAL JOURNAL,B3
0039-7911,SYNTHETIC COMMUNICATIONS,A4
0379-6779,SYNTHETIC METALS,A2
2046-4053,SYSTEMATIC REVIEWS,A1
2666-8319,TALANTA OPEN,A2
0039-9140,TALANTA (OXFORD),A1
2790-1211,TAPADA,C
0928-7329,TECHNOLOGY AND HEALTH CARE,B2
1530-5627,TELEMEDICINE JOURNAL AND E-HEALTH,A1
2526-3471,TEMAS EM EDUCAÇÃO E SAÚDE,A4
2447-2131,TEMAS EM SAÚDE,B3
2332-8940,TEMPERATURE,A1
1982-8829,TEMPUS ACTAS DE SAÚDE COLETIVA,B4
1980-265X,TEXTO & CONTEXTO ENFERMAGEM,A2
0104-0707,TEXTO & CONTEXTO ENFERMAGEM,A2
1941-5923,THE AMERICAN JOURNAL OF CASE REPORTS,A4
0193-1091,THE AMERICAN JOURNAL OF DERMATOPATHOLOGY (PRINT),B1
0195-7910,THE AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY,B2
0002-9270,THE AMERICAN JOURNAL OF GASTROENTEROLOGY,A1
0002-9440,THE AMERICAN JOURNAL OF PATHOLOGY (PRINT),A1
0147-5185,THE AMERICAN JOURNAL OF SURGICAL PATHOLOGY,A1
0002-9637,THE AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,A2
1932-8486,THE ANATOMICAL RECORD: ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY,A2
1932-8494,THE ANATOMICAL RECORD (HOBOKEN ONLINE),A2
0003-3219,THE ANGLE ORTHODONTIST,A1
1945-7103,THE ANGLE ORTHODONTIST (ONLINE),A1
1413-8670,THE BRAZILIAN JOURNAL OF INFECTIOUS DISEASES (IMPRESSO),A3
1928-9022,THE CANADIAN JOURNAL OF VETERINARY RESEARCH,A4
1867-5646,THE CHINESE JOURNAL OF DENTAL RESEARCH,A4
1545-1569,THE CLEFT PALATE-CRANIOFACIAL JOURNAL (ONLINE),A2
1055-6656,THE CLEFT PALATE-CRANIOFACIAL JOURNAL (PRINT),A2
0734-0338,THE COMPENDIUM OF CONTINUING EDUCATION IN DENTISTRY,C
0011-8532,THE DENTAL CLINICS OF NORTH AMERICA,A4
1681-8997,THE EMPIRICAL ECONOMICS LETTERS,B1
1862-0612,THE EUROPEAN JOURNAL OF ESTHETIC DENTISTRY,B4
0965-7452,THE EUROPEAN JOURNAL OF PROSTHODONTICS AND RESTORATIVE DENTISTRY,A3
1530-6860,THE FASEB JOURNAL (ONLINE),A1
2412-2688,THE FIEP BULLETIN,B3
0256-6419,THE FIEP BULLETIN,B3
1357-2725,THE INTERNATIONAL JOURNAL OF BIOCHEMISTRY,A2
2816-9050,THE INTERNATIONAL JOURNAL OF CRITICAL CARE (ONLINE),C
2198-591X,THE INTERNATIONAL JOURNAL OF ESTHETIC DENTISTRY,B2
2447-6706,THE INTERNATIONAL JOURNAL OF ORAL & MAXILLOFACIAL IMPLANTS,C
0882-2786,THE INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL IMPLANTS,A3
0198-7569,THE INTERNATIONAL JOURNAL OF PERIODONTICS & RESTORATIVE DENTISTRY,A4
0893-2174,THE INTERNATIONAL JOURNAL OF PROSTHODONTICS,A3
1942-4426,THE INTERNATIONAL JOURNAL OF PROSTHODONTICS (ONLINE),A3
2764-7625,THE JOURNAL HEALTH AND TECHONOLOGY – JHT,B3
2005-7806,THE JOURNAL OF ADVANCED PROSTHODONTICS,A1
0277-0903,THE JOURNAL OF ASTHMA,A3
0021-9738,THE JOURNAL OF CLINICAL INVESTIGATION,A1
1053-4628,THE JOURNAL OF CLINICAL PEDIATRIC DENTISTRY (PRINT),A4
1049-2275,THE JOURNAL OF CRANIOFACIAL SURGERY (PRINT),B1
2311-8695,THE JOURNAL OF DENTISTS,C
1532-3382,THE JOURNAL OF EVIDENCE-BASED DENTAL PRACTICE,A1
0022-1007,THE JOURNAL OF EXPERIMENTAL MEDICINE,A1
0258-414X,THE JOURNAL OF FORENSIC ODONTO-STOMATOLOGY,B2
0022-1554,THE JOURNAL OF HISTOCHEMISTRY AND CYTOCHEMISTRY,A1
0195-6701,THE JOURNAL OF HOSPITAL INFECTION,A1
0022-1767,THE JOURNAL OF IMMUNOLOGY (1950),A1
0972-4052,THE JOURNAL OF INDIAN PROSTHODONTIC SOCIETY,A4
2036-6590,THE JOURNAL OF INFECTION IN DEVELOPING COUNTRIES,A4
0022-1899,THE JOURNAL OF INFECTIOUS DISEASES,A1
1476-4954,THE JOURNAL OF MATERNAL-FETAL & NEONATAL MEDICINE,A2
0160-6972,THE JOURNAL OF ORAL IMPLANTOLOGY,A4
2056-4538,THE JOURNAL OF PATHOLOGY. CLINICAL RESEARCH,A2
0022-3913,THE JOURNAL OF PROSTHETIC DENTISTRY (PRINT),A1
1079-0268,THE JOURNAL OF SPINAL CORD MEDICINE,A4
0002-8177,THE JOURNAL OF THE AMERICAN DENTAL ASSOCIATION (1939),A1
1678-9199,THE JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES (ONLINE),A2
2234-7518,THE KOREAN JOURNAL OF ORTHODONTICS (PRINT),A2
2352-4642,THE LANCET CHILD & ADOLESCENT HEALTH (IMPRESSO),A1
2214-109X,THE LANCET GLOBAL HEALTH,A1
2352-3018,THE LANCET HIV,A1
2468-2667,THE LANCET PUBLIC HEALT,A1
2667-193X,THE LANCET REGIONAL HEALTH - AMERICAS,A2
1874-2106,THE OPEN DENTISTRY JOURNAL,B1
0891-3668,THE PEDIATRIC INFECTIOUS DISEASE JOURNAL,A1
1013-9052,THE SAUDI DENTAL JOURNAL,A4
1537-744X,THE SCIENTIFIC WORLD JOURNAL,C
2237-843X,THEMA ET SCIENTIA,B4
2041-5990,THERAPEUTIC DELIVERY,A3
2153-7658,THERAPEUTIC HYPOTHERMIA AND TEMPERATURE MANAGEMENT,A4
0093-691X,THERIOGENOLOGY,A1
0040-8166,TISSUE & CELL,A1
1937-3341,TISSUE ENGINEERING. PART A,A2
1937-3384,"TISSUE ENGINEERING. PART C, METHODS",A3
1360-2276,TM & IH. TROPICAL MEDICINE AND INTERNATIONAL HEALTH (PRINT),A2
2783-4980,TOBACCO AND HEALTH (ONLINE),B4
0964-4563,TOBACCO CONTROL,A1
2379-139X,TOMOGRAPHY,C
1938-9736,TOPICS IN COMPANION ANIMAL MEDICINE,A3
0300-483X,TOXICOLOGY (AMSTERDAM),A2
0041-008X,TOXICOLOGY AND APPLIED PHARMACOLOGY,A3
0887-2333,TOXICOLOGY IN VITRO,A3
1537-6516,TOXICOLOGY MECHANISMS AND METHODS,A3
2214-7500,TOXICOLOGY REPORTS,A2
2045-4538,TOXICOLOGY RESEARCH,B2
0041-0101,TOXICON (OXFORD),A3
2305-6304,TOXICS,C
2072-6651,TOXINS,A2
1981-7746,"TRABALHO, EDUCAÇÃO E SAÚDE (ONLINE)",B1
2317-9511,TRADTERM,A3
0002-8487,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY (1900),A3
0035-9203,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,A2
1936-5233,TRANSLATIONAL ONCOLOGY (ONLINE),A2
1552-8324,TRAUMA VIOLENCE ABUSE,A1
1477-8939,TRAVEL MEDICINE AND INFECTIOUS DISEASE,A1
0167-7799,TRENDS IN BIOTECHNOLOGY (REGULAR ED.),A1
2358-1883,TRENDS IN PSYCHOLOGY,A1
1745-6215,TRIALS (LONDON),A4
0301-679X,TRIBOLOGY INTERNATIONAL,A1
0049-4747,TROPICAL ANIMAL HEALTH AND PRODUCTION,A2
2414-6366,TROPICAL MEDICINE AND INFECTIOUS DISEASE,C
2148-9505,TURKISH JOURNAL OF ORTHODONTICS,A3
2528-9659,TURKISH JOURNAL OF ORTHODONTICS,A3
2146-8966,TURKIYE KLINIKLERI JOURNAL OF DENTAL SCIENCES (ONLINE),C
2965-6877,UFF & SOCIEDADE (ONLINE),C
2786-6572,UKRAINIAN DENTAL JOURNAL (ONLINE),C
2764-0671,ULAKES JOURNAL OF MEDICINE,B2
0191-3123,ULTRASTRUCTURAL PATHOLOGY,B1
1415-5141,UNICIÊNCIAS (UNIC),B2
0104-5415,UNIDADE (PORTO ALEGRE),B4
2236-5257,UNIMONTES CIENTÍFICA,B2
2050-6406,UNITED EUROPEAN GASTROENTEROL JOURNAL,A1
0041-8935,UNIVERSIDADES,A3
2027-3444,UNIVERSITAS ODONTOLÓGICA,B3
2076-393X,VACCINES,A1
1576-9887,VACUNAS (MADRID),A4
2212-1099,VALUE IN HEALTH REGIONAL ISSUES (PRINT),A4
2595-3508,VEREDAS - REVISTA INTERDISCIPLINAR DE CIÊNCIAS HUMANAS,B3
0932-0814,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,A4
2306-7381,VETERINARY SCIENCES,C
0924-2031,VIBRATIONAL SPECTROSCOPY (PRINT),A2
2317-269X,"VIGILÂNCIA SANITÁRIA EM DEBATE: SOCIEDADE, CIÊNCIA & TECNOLOGIA",B2
1077-8012,VIOLENCE AGAINST WOMEN,A1
0945-6317,VIRCHOWS ARCHIV,A2
2150-5608,VIRULENCE,A1
2150-5594,VIRULENCE (PRINT),A1
0168-1702,VIRUS RESEARCH (PRINT),A2
1999-4915,VIRUSES,A2
2238-6424,VOZES DOS VALES,B1
1877-2641,WASTE AND BIOMASS VALORIZATION,A2
2073-4441,WATER,A4
1573-2932,"WATER, AIR AND SOIL POLLUTION (DORDRECHT. ONLINE)",A1
0363-0242,WOMEN & HEALTH,A3
1051-9815,"WORK (READING, MA)",B1
1564-0604,WORLD HEALTH ORGANIZATION,A1
2457-0400,WORLD JOURNAL OF ADVANCE HEALTHCARE RESEARCH (ONLINE),C
2799-0656,WORLD JOURNAL OF ADVANCED PHARMACEUTICAL AND MEDICAL RESEARCH (ONLINE),C
2581-9615,WORLD JOURNAL OF ADVANCED RESEARCH AND REVIEWS,C
2307-8960,WORLD JOURNAL OF CLINICAL CASES,B1
2220-3141,WORLD JOURNAL OF CRITICAL CARE MEDICINE,B2
0976-6006,WORLD JOURNAL OF DENTISTRY,B3
1007-9327,WORLD JOURNAL OF GASTROENTEROLOGY,A2
0959-3993,WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY,A2
2218-5836,WORLD JOURNAL OF ORTHOPEDICS,A3
2228-7914,WORLD JOURNAL OF PLASTIC SURGERY (PRINT),B2
1948-0210,WORLD JOURNAL OF STEM CELLS,A2
1477-7819,WORLD JOURNAL OF SURGICAL ONCOLOGY,A2
2220-3249,WORLD JOURNAL OF VIROLOGY,B1
2454-6615,WORLD WIDE JOURNAL OF MULTIDISCIPLINARY RESEARCH AND DEVELOPMENT (ONLINE),C
1545-102X,WORLDVIEWS ON EVIDENCE-BASED NURSING,A1
1741-6787,WORLDVIEWS ON EVIDENCE-BASED NURSING,A1
1067-1927,WOUND REPAIR AND REGENERATION,A1
2190-572X,3 BIOTECH,A1
